test_query,rank,split,similar_query,similarity_score
A hernia is a medical condition characterized by a protrusion of an organ or tissue through a weak spot in the surrounding muscle or connective tissue.,5,test,Preventing Ulcerative Colitis with Diet,0.42926258
The tongue worm is a type of parasite.,1,test,tongue worm,0.8142609
The tongue worm is a type of parasite.,2,train,Tongue Worm in Human Eye,0.75928205
The tongue worm is a type of parasite.,3,train,Brain Parasites in Meat,0.7033571
The tongue worm is a type of parasite.,4,train,brain parasites,0.66349137
The tongue worm is a type of parasite.,5,val,parasites,0.63356745
The Philippines is a country that is located in Southeast Asia.,1,test,philippines,0.73512053
The Philippines is a country that is located in Southeast Asia.,2,train,Indonesia,0.55838
The Philippines is a country that is located in Southeast Asia.,3,train,Singapore,0.4667794
The Philippines is a country that is located in Southeast Asia.,4,train,Malaysia,0.4638884
The Philippines is a country that is located in Southeast Asia.,5,train,Asia,0.42675817
Milk is being spoken about.,1,train,skim milk,0.67788815
Milk is being spoken about.,2,train,rice milk,0.6539775
Milk is being spoken about.,3,train,almond milk,0.65048504
Milk is being spoken about.,4,test,milk,0.616694
Milk is being spoken about.,5,train,organic milk,0.5978123
What is the meaning of ECMO?,1,test,ECMO,0.7216338
What is the meaning of ECMO?,2,train,men's health,0.3568068
What is the meaning of ECMO?,3,train,women's health,0.31074294
What is the meaning of ECMO?,4,train,EEG,0.3060351
What is the meaning of ECMO?,5,train,orgasm,0.28637516
Heart disease in childhood can be prevented or controlled.,1,test,Stopping Heart Disease in Childhood,0.8750312
Heart disease in childhood can be prevented or controlled.,2,test,Heart Disease Starts in Childhood,0.7413629
Heart disease in childhood can be prevented or controlled.,3,train,Preventing Childhood Allergies,0.64981586
Heart disease in childhood can be prevented or controlled.,4,train,How to Prevent Prediabetes in Children,0.6365398
Heart disease in childhood can be prevented or controlled.,5,train,IQ of Vegetarian Children,0.54352605
Lard is a type of fat.,1,test,lard,0.6865546
Lard is a type of fat.,2,train,fat,0.4007548
Lard is a type of fat.,3,test,low-carb diets,0.40018493
Lard is a type of fat.,4,train,hydrogenated fats,0.3949704
Lard is a type of fat.,5,train,choline,0.38719594
What are the risks and benefits of alcohol?,1,test,Alcohol Risks vs. Benefits,0.8277307
What are the risks and benefits of alcohol?,2,train,acetaldehyde,0.44480163
What are the risks and benefits of alcohol?,3,train,alcohol,0.44264698
What are the risks and benefits of alcohol?,4,test,Breast Cancer & Alcohol: How Much is Safe?,0.44066212
What are the risks and benefits of alcohol?,5,val,Breast Cancer and Alcohol: How Much is Safe?,0.4350807
What is Rutin?,1,test,Rutin,0.71972364
What is Rutin?,2,train,riboflavin,0.4421003
What is Rutin?,3,val,limonin,0.44107115
What is Rutin?,4,test,Didn't another study show carnitine was good for the heart?,0.4323778
What is Rutin?,5,train,rosmarinic acid,0.42551196
How does diet affect cellulite?,1,test,Diet and Cellulite,0.87948203
How does diet affect cellulite?,2,train,Can Cellulite Be Treated With Diet?,0.77594674
How does diet affect cellulite?,3,val,cellulite,0.68178725
How does diet affect cellulite?,4,train,Does Eating Obesity Cause Obesity?,0.63888335
How does diet affect cellulite?,5,train,adiponectin,0.48622966
Do chronic headaches relate to pork tapeworms?,1,test,Chronic Headaches and Pork Tapeworms,0.9117218
Do chronic headaches relate to pork tapeworms?,2,test,Chronic Headaches and Pork Parasites,0.82293254
Do chronic headaches relate to pork tapeworms?,3,train,Pork Tapeworms on the Brain,0.7843077
Do chronic headaches relate to pork tapeworms?,4,train,Brain Parasites in Meat,0.7401283
Do chronic headaches relate to pork tapeworms?,5,val,tapeworms,0.67180276
The bacon is enriched in Vitamin C.,1,test,Vitamin C-Enriched Bacon,0.8640243
The bacon is enriched in Vitamin C.,2,train,Carcinogens in the Smell of Frying Bacon,0.57655966
The bacon is enriched in Vitamin C.,3,train,veggie bacon,0.5435774
The bacon is enriched in Vitamin C.,4,train,Bacon and Botulism,0.5140697
The bacon is enriched in Vitamin C.,5,train,vitamin C,0.47658804
Black raspberries are being asked about.,1,test,black raspberries,0.8207475
Black raspberries are being asked about.,2,train,raspberries,0.70452976
Black raspberries are being asked about.,3,train,Black Raspberries versus Oral Cancer,0.68718666
Black raspberries are being asked about.,4,train,blackberries,0.57852346
Black raspberries are being asked about.,5,train,Raspberries Reverse Precancerous Lesions,0.5375576
Adenovirus 36 is associated with infectobesity in children.,1,test,Infectobesity: Adenovirus 36 and Childhood Obesity,0.8819226
Adenovirus 36 is associated with infectobesity in children.,2,test,adenovirus 36,0.76783776
Adenovirus 36 is associated with infectobesity in children.,3,train,Obesity-Causing Chicken Virus,0.5070435
Adenovirus 36 is associated with infectobesity in children.,4,test,norovirus,0.46358973
Adenovirus 36 is associated with infectobesity in children.,5,val,poultry viruses,0.4600458
Quinine is a substance.,1,test,quinine,0.6573167
Quinine is a substance.,2,val,phenolics,0.38620618
Quinine is a substance.,3,train,substance P,0.38609034
Quinine is a substance.,4,val,polyphenols,0.37597948
Quinine is a substance.,5,train,liquid smoke,0.3405542
What is Alli?,1,test,Alli,0.7419989
What is Alli?,2,test,liver disease,0.4163589
What is Alli?,3,train,liver health,0.408817
What is Alli?,4,train,autoimmune diseases,0.40281963
What is Alli?,5,val,allergies,0.38023502
Stevia is a plant-based sweetener.,1,train,Is Stevia Good For You?,0.8228334
Stevia is a plant-based sweetener.,2,test,stevia,0.8146966
Stevia is a plant-based sweetener.,3,train,Purevia,0.7476091
Stevia is a plant-based sweetener.,4,train,Truvia,0.7031113
Stevia is a plant-based sweetener.,5,train,artificial sweeteners,0.7029081
What is lyme disease?,1,test,lyme disease,0.92872834
What is lyme disease?,2,test,Parkinson's disease,0.5570024
What is lyme disease?,3,train,Crohn's disease,0.5191032
What is lyme disease?,4,train,brain disease,0.4996268
What is lyme disease?,5,train,Why Do Plant-Based Diets Help Rheumatoid Arthritis?,0.4578187
The veggie chicken is a type of food.,1,test,veggie chicken,0.8113266
The veggie chicken is a type of food.,2,train,Chicken vs. Veggie Chicken,0.6845741
The veggie chicken is a type of food.,3,test,What is Actually in Chicken Nuggets?,0.59113467
The veggie chicken is a type of food.,4,val,Chicken Big: Poultry and Obesity,0.581812
The veggie chicken is a type of food.,5,train,Soy-based (Gardein) vs. mycoprotein-based (Quorn) veggie chicken: which is better?,0.5285408
To what extent are we chemically contaminated?,1,test,How Chemically Contaminated Are We?,0.9454211
To what extent are we chemically contaminated?,2,train,How Contaminated Are Our Children?,0.73627
To what extent are we chemically contaminated?,3,train,Male Fertility and Dietary Pollutants,0.63918203
To what extent are we chemically contaminated?,4,train,﻿CDC Report on Environmental Chemical Exposure,0.6329952
To what extent are we chemically contaminated?,5,train,What to Eat to Reduce Our Toxic Exposure,0.6117435
Please provide an update on Herbalife®.,1,test,Update on Herbalife®,0.9243193
Please provide an update on Herbalife®.,2,train,Herbalife,0.6865855
Please provide an update on Herbalife®.,3,train,Herbalife® Supplement Liver Toxicity,0.55373955
Please provide an update on Herbalife®.,4,train,snake oil,0.51779133
Please provide an update on Herbalife®.,5,val,Dietary Supplement Snake Oil,0.48501134
Plants contain neurotransmitters found in humans.,1,test,Human Neurotransmitters in Plants,0.83503366
Plants contain neurotransmitters found in humans.,2,train,Slowing Cognitive Decline with Berries,0.5674878
Plants contain neurotransmitters found in humans.,3,train,Alzheimer's and Apple Juice,0.5305949
Plants contain neurotransmitters found in humans.,4,test,Amyloid and Apple Juice,0.49196514
Plants contain neurotransmitters found in humans.,5,train,Ergothioneine: A New Vitamin?,0.46775222
Childhood is where heart disease begins.,1,test,Heart Disease Starts in Childhood,0.8944203
Childhood is where heart disease begins.,2,test,Stopping Heart Disease in Childhood,0.6892234
Childhood is where heart disease begins.,3,train,How to Prevent Prediabetes in Children,0.533541
Childhood is where heart disease begins.,4,train,Preventing Childhood Allergies,0.5297914
Childhood is where heart disease begins.,5,val,Why are Children Starting Puberty Earlier?,0.48472768
Mouth cancer is a type of cancer affecting the oral cavity.,1,test,mouth cancer,0.7559704
Mouth cancer is a type of cancer affecting the oral cavity.,2,train,oral cancer,0.75399745
Mouth cancer is a type of cancer affecting the oral cavity.,3,test,oral intraepithelial neoplasia,0.7235376
Mouth cancer is a type of cancer affecting the oral cavity.,4,val,oral health,0.6515453
Mouth cancer is a type of cancer affecting the oral cavity.,5,val,tongue cancer,0.6347911
What is the healthiest beverage served on airplanes?,1,test,Healthiest Airplane Beverage,0.80175024
What is the healthiest beverage served on airplanes?,2,train,The Healthiest Beverage,0.6268698
What is the healthiest beverage served on airplanes?,3,train,The Healthiest Beverage,0.6268698
What is the healthiest beverage served on airplanes?,4,train,"What do you drink, Dr. Greger?",0.56151366
What is the healthiest beverage served on airplanes?,5,test,eggnog,0.49921012
The comparison is between caloric restriction and plant-based diets.,1,test,Caloric Restriction vs. Plant-Based Diets,0.68573546
The comparison is between caloric restriction and plant-based diets.,2,train,Caloric Restriction vs. Animal Protein Restriction,0.6280639
The comparison is between caloric restriction and plant-based diets.,3,test,caloric restriction,0.556152
The comparison is between caloric restriction and plant-based diets.,4,train,Metabolic Syndrome and Plant-Based Diets,0.49465144
The comparison is between caloric restriction and plant-based diets.,5,train,Is Caloric Restriction Good For You?,0.49378204
What are organotins?,1,test,organotins,0.87904376
What are organotins?,2,train,Why is Meat a Risk Factor for Diabetes?,0.44295645
What are organotins?,3,train,adiponectin,0.42079255
What are organotins?,4,train,Animalistic Plant Proteins,0.4094319
What are organotins?,5,val,organochlorines,0.39704514
What are the healthiest vegetables?,1,test,The Healthiest Vegetables,0.78954244
What are the healthiest vegetables?,2,train,What Is the Healthiest Meat?,0.57460773
What are the healthiest vegetables?,3,train,The Healthiest Fruits,0.54909015
What are the healthiest vegetables?,4,train,celery root,0.4994316
What are the healthiest vegetables?,5,train,collard greens,0.49416384
Fat toxicity contributes to the development of diabetes as a disease.,1,test,Diabetes as a Disease of Fat Toxicity,0.8701088
Fat toxicity contributes to the development of diabetes as a disease.,2,train,Why Would Eating Fish Increase Diabetes Risk?,0.6453651
Fat toxicity contributes to the development of diabetes as a disease.,3,train,The Spillover Effect Links Obesity to Diabetes,0.63912463
Fat toxicity contributes to the development of diabetes as a disease.,4,train,Lipotoxicity: How Saturated Fat Raises Blood Sugar,0.62412465
Fat toxicity contributes to the development of diabetes as a disease.,5,test,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,0.6025637
Halibut is a type of fish.,1,test,halibut,0.86049485
Halibut is a type of fish.,2,train,puffer fish,0.50293213
Halibut is a type of fish.,3,train,sardines,0.49409717
Halibut is a type of fish.,4,train,cod,0.4904901
Halibut is a type of fish.,5,val,bluefish,0.47754347
"""Do poultry workers perform their tasks efficiently?""",1,test,poultry workers,0.6580807
"""Do poultry workers perform their tasks efficiently?""",2,val,Chicken Big: Poultry and Obesity,0.591213
"""Do poultry workers perform their tasks efficiently?""",3,train,Poultry and Penis Cancer,0.54926956
"""Do poultry workers perform their tasks efficiently?""",4,train,Poultry and Penis Cancer,0.54926956
"""Do poultry workers perform their tasks efficiently?""",5,train,seafood workers,0.50432587
Japan is a country in East Asia.,1,test,Japan,0.6994683
Japan is a country in East Asia.,2,train,Asia,0.54130375
Japan is a country in East Asia.,3,val,"If White Rice is Linked to Diabetes, What About China?",0.401691
Japan is a country in East Asia.,4,train,Indonesia,0.3946935
Japan is a country in East Asia.,5,train,Korea,0.3906302
The state of ones muscles in terms of their well-being and functionality.,1,test,muscle health,0.6382673
The state of ones muscles in terms of their well-being and functionality.,2,val,muscle disease,0.529596
The state of ones muscles in terms of their well-being and functionality.,3,train,muscle inflammation,0.5204915
The state of ones muscles in terms of their well-being and functionality.,4,train,Standing Up for Your Health,0.46671367
The state of ones muscles in terms of their well-being and functionality.,5,train,muscle strength,0.45938987
Arriving at a Vitamin D Recommendation is a challenging task.,1,test,The Difficulty of Arriving at a Vitamin D Recommendation,0.8871932
Arriving at a Vitamin D Recommendation is a challenging task.,2,test,Vitamin D: Shedding some light on the new recommendations,0.8220283
Arriving at a Vitamin D Recommendation is a challenging task.,3,val,How the Institute of Medicine Arrived at Their Vitamin D Recommendation,0.8156205
Arriving at a Vitamin D Recommendation is a challenging task.,4,train,Is Vitamin D the New Vitamin E?,0.7247662
Arriving at a Vitamin D Recommendation is a challenging task.,5,train,Vitamin D Recommendations Changed,0.7116021
The state of ones muscles is important for overall well-being.,1,test,muscle health,0.55475515
The state of ones muscles is important for overall well-being.,2,train,muscle inflammation,0.5332734
The state of ones muscles is important for overall well-being.,3,train,Preloading With Watercress Before Exercise,0.53013587
The state of ones muscles is important for overall well-being.,4,val,muscle disease,0.48811513
The state of ones muscles is important for overall well-being.,5,train,Standing Up for Your Health,0.4850409
Amyloid is related to apple juice.,1,test,Amyloid and Apple Juice,0.9065126
Amyloid is related to apple juice.,2,train,Alzheimer's and Apple Juice,0.73343986
Amyloid is related to apple juice.,3,train,Slowing Cognitive Decline with Berries,0.51732826
Amyloid is related to apple juice.,4,train,Apple Peels Turn On Anticancer Genes,0.5013821
Amyloid is related to apple juice.,5,test,Dietary Theory of Alzheimer's,0.48315772
Broccoli enhances liver function for a long period of time.,1,test,Prolonged Liver Function Enhancement From Broccoli,0.90819067
Broccoli enhances liver function for a long period of time.,2,train,Liver Toxicity Due to Broccoli Juice?,0.7548831
Broccoli enhances liver function for a long period of time.,3,train,Broccoli Boosts Liver Detox Enzymes,0.7504287
Broccoli enhances liver function for a long period of time.,4,train,Preventing Liver Cancer with Coffee,0.69040036
Broccoli enhances liver function for a long period of time.,5,train,How Much Broccoli Is Too Much?,0.6372367
What is Phytic acidng?,1,test,phytic acid,0.6874825
What is Phytic acidng?,2,train,Test to See If Your Diet is Alkaline or Acid Forming,0.6256834
What is Phytic acidng?,3,train,acid/base balance,0.6003692
What is Phytic acidng?,4,train,alkaline diet,0.59074366
What is Phytic acidng?,5,train,Putrefying Protein and “Toxifying” Enzymes,0.5567697
Walnut oil is what is being referred to.,1,test,walnut oil,0.8707957
Walnut oil is what is being referred to.,2,train,hazelnut oil,0.74106866
Walnut oil is what is being referred to.,3,train,almond oil,0.730423
Walnut oil is what is being referred to.,4,train,sesame oil,0.6518264
Walnut oil is what is being referred to.,5,val,Extra Virgin Olive Oil vs. Nuts,0.6479325
An aneurysm is what condition?,1,test,aneurysm,0.6862665
An aneurysm is what condition?,2,train,aortic aneurysm,0.62056816
An aneurysm is what condition?,3,train,abdominal aortic aneurysm,0.58813167
An aneurysm is what condition?,4,train,brain disease,0.41985834
An aneurysm is what condition?,5,train,brain health,0.40575945
CT Scan Radiation poses a risk of cancer.,1,test,Cancer Risk From CT Scan Radiation,0.92999756
CT Scan Radiation poses a risk of cancer.,2,val,Do Dental X-Rays Cause Brain Tumors?,0.77641475
CT Scan Radiation poses a risk of cancer.,3,val,Dealing With Air Travel Radiation Exposure,0.7579464
CT Scan Radiation poses a risk of cancer.,4,test,Are Dental X-Rays Safe?,0.74168444
CT Scan Radiation poses a risk of cancer.,5,train,Mediating Radiation Exposure From Airline Travel,0.7276388
Please provide the information about Panama.,1,test,Panama,0.792813
Please provide the information about Panama.,2,train,Uruguay,0.4233024
Please provide the information about Panama.,3,train,Indonesia,0.33529264
Please provide the information about Panama.,4,train,The Mediterranean Diet or a Whole Food Plant-Based Diet?,0.33525372
Please provide the information about Panama.,5,test,philippines,0.33289284
Bronchiolitis obliterans has not been altered in terms of meaning.,1,test,bronchiolitis obliterans,0.87499
Bronchiolitis obliterans has not been altered in terms of meaning.,2,val,sinusitis,0.55294275
Bronchiolitis obliterans has not been altered in terms of meaning.,3,train,Treating COPD With Diet,0.5509264
Bronchiolitis obliterans has not been altered in terms of meaning.,4,train,Treating COPD With Diet,0.5509264
Bronchiolitis obliterans has not been altered in terms of meaning.,5,train,emphysema,0.53840774
Plants contain human neurotransmitters.,1,test,Human Neurotransmitters in Plants,0.7816001
Plants contain human neurotransmitters.,2,train,Slowing Cognitive Decline with Berries,0.568359
Plants contain human neurotransmitters.,3,train,Alzheimer's and Apple Juice,0.5458681
Plants contain human neurotransmitters.,4,test,Amyloid and Apple Juice,0.5214558
Plants contain human neurotransmitters.,5,train,Ergothioneine: A New Vitamin?,0.5046484
Plants that are poisonous.,1,test,poisonous plants,0.85868436
Plants that are poisonous.,2,train,natural toxins,0.65853053
Plants that are poisonous.,3,train,Plants vs. Pesticides,0.6011335
Plants that are poisonous.,4,train,hepatotoxins,0.53743565
Plants that are poisonous.,5,train,The Safer Cinnamon,0.5282328
We are trying to determine the degree of chemical contamination we are experiencing.,1,test,How Chemically Contaminated Are We?,0.6719228
We are trying to determine the degree of chemical contamination we are experiencing.,2,train,﻿CDC Report on Environmental Chemical Exposure,0.6137005
We are trying to determine the degree of chemical contamination we are experiencing.,3,test,industrial toxins,0.5194676
We are trying to determine the degree of chemical contamination we are experiencing.,4,train,Plants vs. Pesticides,0.518603
We are trying to determine the degree of chemical contamination we are experiencing.,5,train,How Contaminated Are Our Children?,0.51720995
Chlorophyll is a green pigment present in plants and algae that helps in photosynthesis.,1,test,chlorophyll,0.7638292
Chlorophyll is a green pigment present in plants and algae that helps in photosynthesis.,2,train,Eating Green to Prevent Cancer,0.4974262
Chlorophyll is a green pigment present in plants and algae that helps in photosynthesis.,3,train,Eating Green to Prevent Cancer,0.4974262
Chlorophyll is a green pigment present in plants and algae that helps in photosynthesis.,4,val,lycopene,0.49325156
Chlorophyll is a green pigment present in plants and algae that helps in photosynthesis.,5,val,Greens vs. Glaucoma,0.48466614
What is the answer to the Pritikin Puzzle?,1,test,The Answer to the Pritikin Puzzle,0.88747686
What is the answer to the Pritikin Puzzle?,2,train,Pritikin,0.4082676
What is the answer to the Pritikin Puzzle?,3,train,Thousands of Vegans Studied,0.3951748
What is the answer to the Pritikin Puzzle?,4,train,Testing the Pistachio Principle,0.35916218
What is the answer to the Pritikin Puzzle?,5,train,Dr. John Harvey Kellogg,0.34901404
The Bush administration was in power.,1,test,Bush administration,0.6738361
The Bush administration was in power.,2,train,Obama,0.38193244
The Bush administration was in power.,3,val,The McGovern Report,0.38077018
The Bush administration was in power.,4,train,Drugs and the Demise of the Rice Diet,0.380664
The Bush administration was in power.,5,train,U.S. Department of Defense,0.33406305
Goji berries are a type of fruit.,1,test,goji berries,0.86971676
Goji berries are a type of fruit.,2,train,Are Goji Berries Good for You?,0.76876163
Goji berries are a type of fruit.,3,test,Better Than Goji Berries,0.7130369
Goji berries are a type of fruit.,4,train,acaí berries,0.6234685
Goji berries are a type of fruit.,5,train,Best Berries,0.61590517
Alternative medicine refers to any form of medical treatment that is not widely accepted or practiced by mainstream doctors and healthcare professionals.,1,test,alternative medicine,0.6957081
Alternative medicine refers to any form of medical treatment that is not widely accepted or practiced by mainstream doctors and healthcare professionals.,2,train,homeopathy,0.62563694
Alternative medicine refers to any form of medical treatment that is not widely accepted or practiced by mainstream doctors and healthcare professionals.,3,test,Evidence-based medicine,0.57551557
Alternative medicine refers to any form of medical treatment that is not widely accepted or practiced by mainstream doctors and healthcare professionals.,4,train,complementary medicine,0.5538055
Alternative medicine refers to any form of medical treatment that is not widely accepted or practiced by mainstream doctors and healthcare professionals.,5,train,Lifestyle Medicine Is the Standard of Care for Prediabetes,0.5523985
Someone is suffering from amnesia.,1,test,amnesia,0.7081957
Someone is suffering from amnesia.,2,train,dementia,0.46658003
Someone is suffering from amnesia.,3,val,Improving Memory Through Diet,0.45926753
Someone is suffering from amnesia.,4,val,Reversing Cognitive Decline,0.44065812
Someone is suffering from amnesia.,5,train,Not So Delusional Parasitosis,0.43426168
Krill oil supplements and fish oil capsules are being compared to determine which is superior.,1,test,Are krill oil supplements better than fish oil capsules?,0.84246624
Krill oil supplements and fish oil capsules are being compared to determine which is superior.,2,train,DDT in Fish Oil Supplements,0.6295493
Krill oil supplements and fish oil capsules are being compared to determine which is superior.,3,train,Is Fish Oil Just Snake Oil?,0.55900955
Krill oil supplements and fish oil capsules are being compared to determine which is superior.,4,train,The Reversal on Fish Oil,0.55095536
Krill oil supplements and fish oil capsules are being compared to determine which is superior.,5,train,PCBs in Children’s Fish Oil Supplements,0.5494497
The topic being investigated is the neurobiology of artificial sweeteners.,1,test,Neurobiology of Artificial Sweeteners,0.9557678
The topic being investigated is the neurobiology of artificial sweeteners.,2,val,A Harmless Artificial Sweetener,0.7463129
The topic being investigated is the neurobiology of artificial sweeteners.,3,train,Is Stevia Good For You?,0.6982049
The topic being investigated is the neurobiology of artificial sweeteners.,4,train,artificial sweeteners,0.697471
The topic being investigated is the neurobiology of artificial sweeteners.,5,train,Aspartame and the Brain,0.6929018
Mastitis is a condition.,1,test,mastitis,0.7266047
Mastitis is a condition.,2,train,mastalgia,0.62113994
Mastitis is a condition.,3,val,premenstrual syndrome,0.6087153
Mastitis is a condition.,4,val,mastectomy,0.53586423
Mastitis is a condition.,5,test,hormonal dysfunction,0.44135934
Wasnt there another study that demonstrated the positive effects of carnitine on the heart?,1,test,Didn't another study show carnitine was good for the heart?,0.947129
Wasnt there another study that demonstrated the positive effects of carnitine on the heart?,2,train,carnitine,0.6519735
Wasnt there another study that demonstrated the positive effects of carnitine on the heart?,3,train,Avoid Carnitine and Lethicin Supplements,0.6375645
Wasnt there another study that demonstrated the positive effects of carnitine on the heart?,4,train,"Eggs, Cigarettes, and Atherosclerosis",0.57964456
Wasnt there another study that demonstrated the positive effects of carnitine on the heart?,5,train,Why Are Eggs Linked to Cancer Progression?,0.56062305
What is the commonality between Meat Purge and Cola?,1,test,What Do Meat Purge and Cola Have in Common?,0.8791747
What is the commonality between Meat Purge and Cola?,2,val,Phosphate Additives in Meat Purge and Cola,0.6842435
What is the commonality between Meat Purge and Cola?,3,train,The Best Detox,0.5653072
What is the commonality between Meat Purge and Cola?,4,train,The Best Detox,0.5653072
What is the commonality between Meat Purge and Cola?,5,train,The Wrong Way to Detox,0.5383125
Carcinogens found in cooked meat are being avoided.,1,test,Avoiding Cooked Meat Carcinogens,0.8089846
Carcinogens found in cooked meat are being avoided.,2,train,Estrogenic Cooked Meat Carcinogens,0.6853688
Carcinogens found in cooked meat are being avoided.,3,train,Fast Food Tested for Carcinogens,0.6519805
Carcinogens found in cooked meat are being avoided.,4,train,Carcinogens in the Smell of Frying Bacon,0.644569
Carcinogens found in cooked meat are being avoided.,5,train,Reducing Cancer Risk In Meateaters,0.63501793
Which vegetables are the healthiest?,1,test,The Healthiest Vegetables,0.705534
Which vegetables are the healthiest?,2,train,Which Vegetable Binds Bile Best?,0.6057621
Which vegetables are the healthiest?,3,train,The Fruit Whose Juice Is Healthier,0.53626925
Which vegetables are the healthiest?,4,train,Which foods have the most potassium?,0.5340691
Which vegetables are the healthiest?,5,val,#1 Anticancer Vegetable,0.51469684
What is norovirus?,1,test,norovirus,0.8190715
What is norovirus?,2,val,poultry viruses,0.5704338
What is norovirus?,3,train,Obesity-Causing Chicken Virus,0.5035908
What is norovirus?,4,train,Norovirus Food Poisoning from Pesticides,0.4932127
What is norovirus?,5,val,chicken embryo lethal orphan virus,0.492285
Medicine that is grounded in evidence.,1,train,Physicians Committee for Responsible Medicine,0.7302536
Medicine that is grounded in evidence.,2,train,Evidence-Based Medicine or Evidence-Biased?,0.72838295
Medicine that is grounded in evidence.,3,test,Evidence-based medicine,0.6755097
Medicine that is grounded in evidence.,4,train,What about Semmelweis and medicine's shameful handwashing history?,0.64530003
Medicine that is grounded in evidence.,5,train,Lifestyle Medicine: Treating the Causes of Disease,0.63572615
Endocrine disruptors are substances that affect the normal functioning of the endocrine system.,1,test,endocrine disruptors,0.7665242
Endocrine disruptors are substances that affect the normal functioning of the endocrine system.,2,train,Alkylphenol Endocrine Disruptors and Allergies,0.66141695
Endocrine disruptors are substances that affect the normal functioning of the endocrine system.,3,test,Alkylphenol Endocrine Disruptors and Allergies,0.6614169
Endocrine disruptors are substances that affect the normal functioning of the endocrine system.,4,val,Dietary Sources of Alkylphenol Endocrine Disruptors,0.60198796
Endocrine disruptors are substances that affect the normal functioning of the endocrine system.,5,train,Xenoestrogens & Sperm Counts,0.5577454
Okra is a vegetable.,1,test,okra,0.78946364
Okra is a vegetable.,2,train,amaranth,0.43892375
Okra is a vegetable.,3,val,cabbage,0.4158946
Okra is a vegetable.,4,train,Veggiecation,0.41303957
Okra is a vegetable.,5,train,celery,0.4119845
Kohlrabi is a type of vegetable.,1,test,kohlrabi,0.84684837
Kohlrabi is a type of vegetable.,2,train,kale,0.49520147
Kohlrabi is a type of vegetable.,3,train,lutein,0.4940071
Kohlrabi is a type of vegetable.,4,train,spinach,0.45158005
Kohlrabi is a type of vegetable.,5,train,zucchini,0.44646263
Which sweetener is the healthiest?,1,test,The Healthiest Sweetener,0.87176716
Which sweetener is the healthiest?,2,train,What's the best low calorie sweetener?,0.84287643
Which sweetener is the healthiest?,3,train,"Is There a Safe, Low-Calorie Sweetener?",0.69999766
Which sweetener is the healthiest?,4,train,Is Stevia Good For You?,0.66404694
Which sweetener is the healthiest?,5,train,artificial sweeteners,0.6159407
Workers who work with poultry.,1,test,poultry workers,0.8806512
Workers who work with poultry.,2,train,seafood workers,0.6920812
Workers who work with poultry.,3,val,poultry viruses,0.5727214
Workers who work with poultry.,4,train,Poultry and Penis Cancer,0.57010615
Workers who work with poultry.,5,train,Poultry and Penis Cancer,0.57010615
veggie chicken.,1,test,veggie chicken,0.9679061
veggie chicken.,2,train,Chicken vs. Veggie Chicken,0.71201086
veggie chicken.,3,train,chicken,0.69022524
veggie chicken.,4,train,poultry,0.67070735
veggie chicken.,5,train,turkey,0.6447637
One way to prevent abdominal aortic aneurysms is by providing assistance.,1,test,How to Help Prevent Abdominal Aortic Aneurysms,0.68018985
One way to prevent abdominal aortic aneurysms is by providing assistance.,2,val,How to Prevent a Stroke,0.57574403
One way to prevent abdominal aortic aneurysms is by providing assistance.,3,train,We Can End the Heart Disease Epidemic,0.52451766
One way to prevent abdominal aortic aneurysms is by providing assistance.,4,train,abdominal aortic aneurysm,0.5147174
One way to prevent abdominal aortic aneurysms is by providing assistance.,5,train,How Do Nuts Prevent Sudden Cardiac Death?,0.48829526
Statin drugs that lower cholesterol levels can be attributed to the occurrence of breast cancer.,1,test,Do Cholesterol Statin Drugs Cause Breast Cancer?,0.8889054
Statin drugs that lower cholesterol levels can be attributed to the occurrence of breast cancer.,2,train,Statin Cholesterol Drugs and Invasive Breast Cancer,0.880911
Statin drugs that lower cholesterol levels can be attributed to the occurrence of breast cancer.,3,train,Statin Muscle Toxicity,0.6565379
Statin drugs that lower cholesterol levels can be attributed to the occurrence of breast cancer.,4,train,statins,0.6392405
Statin drugs that lower cholesterol levels can be attributed to the occurrence of breast cancer.,5,train,New Cholesterol Fighters,0.63344765
Can kiwifruit be used to treat Irritable Bowel Syndrome?,1,test,Kiwifruit for Irritable Bowel Syndrome,0.92650163
Can kiwifruit be used to treat Irritable Bowel Syndrome?,2,train,Kiwi Fruit for Irritable Bowel Syndrome,0.8080571
Can kiwifruit be used to treat Irritable Bowel Syndrome?,3,train,Kiwifruit for Insomnia,0.6471273
Can kiwifruit be used to treat Irritable Bowel Syndrome?,4,val,Kiwifruit and DNA Repair,0.61681545
Can kiwifruit be used to treat Irritable Bowel Syndrome?,5,train,irritable bowel syndrome,0.55557394
A diet that can help prevent cataracts.,1,test,Preventing Cataracts with Diet,0.8370836
A diet that can help prevent cataracts.,2,train,Preventing Macular Degeneration with Diet,0.768417
A diet that can help prevent cataracts.,3,test,Foods for Glaucoma,0.7561163
A diet that can help prevent cataracts.,4,train,Preserving Vision Through Diet,0.75350296
A diet that can help prevent cataracts.,5,val,Foods for Macular Degeneration,0.7510567
Nuts are included in the following query.,1,train,macadamia nuts,0.68225616
Nuts are included in the following query.,2,train,Four Nuts Once a Month,0.67174935
Nuts are included in the following query.,3,train,pine nuts,0.6455127
Nuts are included in the following query.,4,val,brazil nuts,0.6408261
